dbo;T_USUARIOS_BAJA_OF;IdStatusADAzure;18;int;int(10,0);NO;((1));NO;NO
dbo;T_USUARIOS_BAJA_OF;IdAzureObject;19;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;T_USUARIOS_BAJA_OF;F_Baja;20;date;date;YES;Sin Valor Por Defecto;NO;NO
dbo;USUARIO_ROL;COD_USUARIO;1;int;int(10,0);NO;Sin Valor Por Defecto;SI;NO
dbo;USUARIO_ROL;COD_ROL;2;int;int(10,0);NO;Sin Valor Por Defecto;SI;NO
dbo;USUARIOS_MMS;COD_USUARIO;1;int;int(10,0);NO;Sin Valor Por Defecto;SI;NO
dbo;USUARIOS_MMS;NOMBRE;2;nvarchar;nvarchar(-1);YES;Sin Valor Por Defecto;NO;NO
dbo;USUARIOS_MMS;APELLIDO1;3;nvarchar;nvarchar(-1);YES;Sin Valor Por Defecto;NO;NO
dbo;USUARIOS_MMS;APELLIDO2;4;nvarchar;nvarchar(-1);YES;Sin Valor Por Defecto;NO;NO
dbo;USUARIOS_MMS;ID_LOTUS;5;nvarchar;nvarchar(-1);YES;Sin Valor Por Defecto;NO;NO
dbo;USUARIOS_MMS;TOKEN_ACTIVO;6;nvarchar;nvarchar(-1);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;Id;1;int;int(10,0);NO;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;EMail;2;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;NombreCompleto;3;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;Nombre;4;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;Apellido;5;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;User_SO;6;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;F_Alta;7;date;date;YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;Cod_Puesto;8;int;int(10,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;Cod_Unidad;9;int;int(10,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;Cedula;10;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;Cod_Jefe;11;int;int(10,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;COD_USUARIO_MIGRACION;12;numeric;numeric(18,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;COD_JEFE_MIGRACION;13;numeric;numeric(18,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;cod_status_usuario;14;numeric;numeric(18,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;IsAdmin;15;numeric;numeric(18,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;IsUnidad;16;numeric;numeric(18,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;DebeRegistrarEnTS;17;numeric;numeric(18,0);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;IdStatusADAzure;18;int;int(10,0);NO;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;IdAzureObject;19;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;F_Baja;20;date;date;YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;UserPrincipalName;21;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;View_Usuarios;JobTitle;22;nvarchar;nvarchar(1000);YES;Sin Valor Por Defecto;NO;NO
dbo;vw_EstadisticasUsuarios;ProcesoId;1;uniqueidentifier;uniqueidentifier;NO;Sin Valor Por Defecto;NO;NO
dbo;vw_EstadisticasUsuarios;TotalRegistros;2;int;int(10,0);YES;Sin Valor Por Defecto;NO;NO
dbo;vw_EstadisticasUsuarios;Habilitados;3;int;int(10,0);YES;Sin Valor Por Defecto;NO;NO
dbo;vw_EstadisticasUsuarios;Inactivos;4;int;int(10,0);YES;Sin Valor Por Defecto;NO;NO
dbo;vw_EstadisticasUsuarios;FechaInicio;5;datetime2;datetime2;YES;Sin Valor Por Defecto;NO;NO
dbo;vw_EstadisticasUsuarios;FechaFin;6;datetime2;datetime2;YES;Sin Valor Por Defecto;NO;NO
